Time,Value,Aggregate
15:14:52.802000,-0.0701904296875,172.61587639850828
15:14:52.805000,-0.101470947265625,172.61587639850828
15:14:52.806000,-0.1453399658203125,172.61587639850828
15:14:52.807000,-0.1300811767578125,172.61587639850828
15:14:52.808000,-0.0614166259765625,172.61587639850828
15:14:52.808000,-0.014495849609375,172.61587639850828
15:14:52.809000,-0.046539306640625,172.61587639850828
15:14:52.809000,-0.0980377197265625,172.61587639850828
15:14:52.810000,-0.0942230224609375,172.61587639850828
15:14:52.811000,-0.037384033203125,172.61587639850828
15:14:52.811000,0.020599365234375,172.61587639850828
15:14:52.812000,0.04119873046875,172.61587639850828
15:14:52.813000,0.0499725341796875,172.61587639850828
15:14:52.814000,0.0579833984375,172.61587639850828
15:14:52.815000,0.0274658203125,172.61587639850828
15:14:52.815000,-0.0499725341796875,172.61587639850828
15:14:52.877000,-0.1369476318359375,172.61587639850828
15:14:52.878000,-0.177001953125,172.61587639850828
15:14:52.879000,-0.1514434814453125,172.61587639850828
15:14:52.880000,-0.1068115234375,172.61587639850828
15:14:52.881000,-0.080108642578125,172.61587639850828
15:14:52.882000,-0.0659942626953125,172.61587639850828
15:14:52.882000,-0.0423431396484375,172.61587639850828
15:14:52.883000,-0.0537872314453125,172.61587639850828
15:14:52.884000,-0.13427734375,172.61587639850828
15:14:52.885000,-0.22125244140625,172.61587639850828
15:14:52.886000,-0.2288818359375,172.61587639850828
15:14:52.886000,-0.1575469970703125,172.61587639850828
15:14:52.887000,-0.0957489013671875,172.61587639850828
15:14:52.888000,-0.0919342041015625,172.61587639850828
15:14:52.889000,-0.1018524169921875,172.61587639850828
15:14:52.889000,-0.101470947265625,172.61587639850828
15:14:52.960000,-0.0911712646484375,172.61587639850828
15:14:52.961000,-0.06256103515625,172.61587639850828
15:14:52.962000,-0.00152587890625,172.61587639850828
15:14:52.962000,0.0606536865234375,172.61587639850828
15:14:52.963000,0.07476806640625,172.61587639850828
15:14:52.964000,0.0431060791015625,172.61587639850828
15:14:52.964000,-0.0030517578125,172.61587639850828
15:14:52.965000,-0.041961669921875,172.61587639850828
15:14:52.966000,-0.07171630859375,172.61587639850828
15:14:52.966000,-0.083160400390625,172.61587639850828
15:14:52.967000,-0.0823974609375,172.61587639850828
15:14:52.969000,-0.0858306884765625,172.61587639850828
15:14:52.969000,-0.09307861328125,172.61587639850828
15:14:52.970000,-0.1007080078125,172.61587639850828
15:14:52.971000,-0.098419189453125,172.61587639850828
15:14:52.972000,-0.0926971435546875,172.61587639850828
15:14:53.078000,-0.0873565673828125,172.61587639850828
15:14:53.079000,-0.0514984130859375,172.61587639850828
15:14:53.080000,-0.01373291015625,172.61587639850828
15:14:53.082000,0.0469207763671875,172.61587639850828
15:14:53.083000,0.258636474609375,172.61587639850828
15:14:53.085000,0.617218017578125,172.61587639850828
15:14:53.086000,0.8693695068359375,172.61587639850828
15:14:53.088000,0.7610321044921875,172.61587639850828
15:14:53.089000,0.35858154296875,172.61587639850828
15:14:53.091000,-0.0347137451171875,172.61587639850828
15:14:53.092000,-0.22430419921875,172.61587639850828
